Gender,Year,Divison,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls,GP,Win,Loss,OREB%,DREB%,POSS,opp_POSS,AST%,PPP,opp_PPP,eFG%,opp_eFG%,TOV%,FTr,3PAr,STL%,BLK%,ORtg,DRtg,NetRtg
Men,2016,D1,Abilene Christian,20,64,3,21,14,19,57,15,20,35,8,9,7,4,18,32,64,10,17,11,17,85,14,30,44,17,10,3,2,16,1,0,1,0.33,0.59,67.025,68.075,0.4,0.8504289444237224,1.2486228424531767,0.3359375,0.578125,0.134278254382693,0.296875,0.328125,0.10282776349614395,0.0625,85.04289444237224,124.86228424531767,-39.81938980294542
Women,2016,D3,Colby-Sawyer,562,1683,146,537,199,324,1469,386,766,1152,346,497,248,171,451,540,1629,103,380,284,451,1467,376,757,1133,329,495,233,64,389,27,12,15,0.34,0.67,1947.9,1962.225,0.6156583629893239,0.7541454900148878,0.7476206857011811,0.37730243612596553,0.3631062001227747,0.2551465680989784,0.1925133689839572,0.31907308377896615,0.12638713705105176,0.10497237569060773,75.41454900148878,74.76206857011812,0.6524804313706625
Men,2016,D3,Cent. Christian Bib.,40,110,9,30,31,56,120,38,48,86,18,44,14,2,50,64,135,18,53,48,65,194,24,60,84,40,25,31,8,46,2,0,2,0.39,0.67,142.6,166.875,0.45,0.841514726507714,1.1625468164794008,0.40454545454545454,0.5407407407407407,0.3085553997194951,0.509090909090909,0.2727272727272727,0.08389513108614233,0.014814814814814815,84.1514726507714,116.25468164794009,-32.10320899716869
Men,2017,D1,Mississippi St.,98,238,24,83,37,54,257,42,99,141,45,54,26,15,80,91,221,23,66,69,90,274,44,109,153,46,57,21,21,63,4,1,3,0.28,0.69,275.65,276.75,0.45918367346938777,0.9323417377108653,0.990063233965673,0.46218487394957986,0.4638009049773756,0.19590059858516237,0.226890756302521,0.3487394957983193,0.0939476061427281,0.06787330316742081,93.23417377108653,99.0063233965673,-5.772149625480765
Women,2017,D1,Miami (FL),45,126,9,45,23,33,122,25,36,61,21,24,19,5,42,46,96,10,20,38,47,140,16,54,70,26,38,13,11,35,2,0,2,0.32,0.69,140.675,140.325,0.4666666666666667,0.8672472009952016,0.9976839479779085,0.39285714285714285,0.53125,0.17060600675315443,0.2619047619047619,0.35714285714285715,0.13539996436843044,0.052083333333333336,86.72472009952016,99.76839479779085,-13.043674698270692
Women,2016,D2,UC-Colo. Springs,55,129,20,55,15,22,145,28,40,68,31,26,17,7,35,53,115,12,37,28,33,146,24,48,72,28,29,9,4,27,2,1,1,0.37,0.63,137.45,135.675,0.5636363636363636,1.0549290651145873,1.076100976598489,0.5038759689922481,0.5130434782608696,0.18915969443433978,0.17054263565891473,0.4263565891472868,0.12529942878201583,0.06086956521739131,105.49290651145873,107.6100976598489,-2.1171911483901766
Men,2016,D1,UT Arlington,29,60,5,18,16,30,79,11,35,46,15,18,7,1,35,18,53,6,20,33,53,75,10,26,36,6,14,8,1,25,1,1,0,0.3,0.78,81.25,82.175,0.5172413793103449,0.9723076923076923,0.9126863401277762,0.525,0.39622641509433965,0.22153846153846155,0.5,0.3,0.08518405841192576,0.018867924528301886,97.23076923076923,91.26863401277761,5.962135217991616
Men,2017,D3,UMass Boston,31,66,5,14,9,11,76,17,25,42,8,16,9,1,13,30,64,9,22,5,9,74,13,20,33,9,12,9,6,14,1,1,0,0.46,0.66,70.225,67.275,0.25806451612903225,1.0822356710573158,1.0999628390932739,0.5075757575757576,0.5390625,0.22783908864364544,0.16666666666666666,0.21212121212121213,0.13377926421404682,0.015625,108.22356710573158,109.99628390932739,-1.772716803595813
Men,2017,D1,CSU Bakersfield,46,118,17,48,18,25,127,23,44,67,24,30,12,4,48,48,105,12,30,46,61,154,18,52,70,26,20,10,12,31,2,0,2,0.31,0.71,136.875,135.975,0.5217391304347826,0.9278538812785389,1.1325611325611327,0.461864406779661,0.5142857142857142,0.2191780821917808,0.211864406779661,0.4067796610169492,0.0882515168229454,0.0380952380952381,92.78538812785388,113.25611325611327,-20.47072512825939
Men,2016,D1,Presbyterian,23,54,2,16,10,12,58,4,24,28,8,14,6,2,22,18,47,6,14,26,34,68,8,28,36,9,13,8,2,14,1,0,1,0.13,0.75,69.7,68.15,0.34782608695652173,0.8321377331420373,0.9977989728539984,0.4444444444444444,0.44680851063829785,0.20086083213773315,0.2222222222222222,0.2962962962962963,0.08804108584005868,0.0425531914893617,83.21377331420373,99.77989728539984,-16.566123971196106
Women,2016,D2,Alderson Broaddus,20,55,8,20,11,17,59,12,24,36,15,19,6,1,20,28,67,6,19,13,18,75,17,27,44,19,14,6,2,25,1,0,1,0.31,0.59,70.075,72.55,0.75,0.8419550481626829,1.0337698139214335,0.43636363636363634,0.4626865671641791,0.2711380663574741,0.3090909090909091,0.36363636363636365,0.08270158511371468,0.014925373134328358,84.19550481626828,103.37698139214335,-19.181476575875067
Women,2017,D2,Voorhees,15,62,6,27,9,14,45,13,17,30,8,21,15,3,10,35,63,6,17,4,6,80,11,36,47,27,20,14,4,15,1,0,1,0.27,0.61,76.65,74.85,0.5333333333333333,0.5870841487279843,1.068804275217101,0.2903225806451613,0.6031746031746031,0.273972602739726,0.22580645161290322,0.43548387096774194,0.20040080160320642,0.047619047619047616,58.70841487279843,106.8804275217101,-48.172012648911675
Women,2016,D2,Colo. Christian,61,122,8,21,27,42,157,24,73,97,32,31,19,12,40,31,122,12,44,26,40,100,24,44,68,13,28,9,5,42,2,2,0,0.35,0.75,148.95,145.0,0.5245901639344263,1.0540449815374286,0.6896551724137931,0.5327868852459017,0.30327868852459017,0.20812353138637127,0.3442622950819672,0.1721311475409836,0.1310344827586207,0.09836065573770492,105.40449815374286,68.96551724137932,36.43898091236355
Women,2016,D1,Chicago St.,22,61,4,17,12,17,60,12,19,31,14,13,9,2,20,20,51,11,25,19,20,70,12,32,44,15,20,8,2,17,1,0,1,0.27,0.61,70.075,68.5,0.6363636363636364,0.856225472707813,1.0218978102189782,0.39344262295081966,0.5,0.1855155190866928,0.2786885245901639,0.2786885245901639,0.13138686131386862,0.0392156862745098,85.6225472707813,102.18978102189782,-16.567233751116518
Women,2016,D1,Jackson St.,25,58,0,4,21,30,71,14,18,32,9,15,5,2,26,20,49,7,27,18,33,65,11,14,25,11,18,1,0,23,1,1,0,0.5,0.62,73.25,71.675,0.36,0.9692832764505119,0.9068712940355773,0.43103448275862066,0.47959183673469385,0.20477815699658702,0.5172413793103449,0.06896551724137931,0.06975933031042902,0.04081632653061224,96.9283276450512,90.68712940355773,6.241198241493464
Men,2016,D2,IUPUI,30,58,5,15,21,33,86,9,31,40,18,15,7,8,16,35,78,5,16,7,13,82,14,25,39,14,12,11,3,26,1,1,0,0.26,0.69,79.675,82.175,0.6,1.0793850015688735,0.9978703985397019,0.5603448275862069,0.4807692307692308,0.1882648258550361,0.5689655172413793,0.25862068965517243,0.08518405841192576,0.10256410256410256,107.93850015688736,99.7870398539702,8.151460302917158
Women,2017,D2,Christian Bros.,622,1560,199,593,310,447,1753,242,726,968,390,395,193,54,505,670,1650,163,545,324,483,1827,321,736,1057,384,401,216,90,469,29,14,15,0.25,0.69,1925.3249999999998,1959.4250000000002,0.6270096463022508,0.9104956306078196,0.932416397667683,0.4625,0.45545454545454545,0.20516016776388404,0.2865384615384615,0.3801282051282051,0.09849828393533816,0.03272727272727273,91.04956306078196,93.2416397667683,-2.192076705986338
Men,2017,D1,Alabama St.,701,1786,196,652,382,604,1980,408,749,1157,296,480,148,99,622,774,1749,189,559,514,743,2251,349,792,1141,378,380,223,97,552,30,6,24,0.34,0.68,2144.9,2132.925,0.4222539229671897,0.9231199589724463,1.0553582521654534,0.4473684210526316,0.49656946826758147,0.22378665672059303,0.3381858902575588,0.3650615901455767,0.06938828135072728,0.05660377358490566,92.31199589724463,105.53582521654535,-13.22382931930072
Men,2017,D2,Winona St.,76,164,19,63,20,33,191,16,73,89,40,34,10,3,46,70,162,27,69,33,42,200,21,75,96,44,29,17,6,45,3,1,2,0.18,0.78,197.675,189.95,0.5263157894736842,0.9662324522574933,1.05290866017373,0.5213414634146342,0.5154320987654321,0.17199949411913493,0.20121951219512196,0.38414634146341464,0.0526454330086865,0.018518518518518517,96.62324522574933,105.290866017373,-8.667620791623676
Women,2017,D2,Carson-Newman,87,206,22,53,38,50,234,51,74,125,46,32,23,6,62,62,156,29,70,29,44,182,28,73,101,43,59,7,11,51,3,3,0,0.41,0.73,210.75,207.9,0.5287356321839081,1.1103202846975089,0.8754208754208754,0.47572815533980584,0.49038461538461536,0.15183867141162516,0.24271844660194175,0.25728155339805825,0.11063011063011062,0.038461538461538464,111.03202846975088,87.54208754208754,23.48994092766334
Women,2017,D2,Shaw,40,117,17,53,28,43,125,23,48,71,22,21,16,3,27,48,131,8,33,21,33,125,40,63,103,23,33,11,12,36,2,1,1,0.27,0.55,135.425,139.675,0.55,0.923020121838656,0.8949346697691067,0.41452991452991456,0.3969465648854962,0.1550673804688942,0.36752136752136755,0.452991452991453,0.11455163773044567,0.022900763358778626,92.3020121838656,89.49346697691067,2.808545206954932
Men,2016,D3,Pacific (OR),72,167,20,62,33,50,197,36,80,116,31,33,13,9,56,69,162,14,50,33,52,185,22,70,92,29,31,10,4,47,3,2,1,0.34,0.78,187.75,195.7,0.4305555555555556,1.0492676431424768,0.9453244762391416,0.49101796407185627,0.4691358024691358,0.17576564580559254,0.2994011976047904,0.3712574850299401,0.06642820643842616,0.05555555555555555,104.92676431424768,94.53244762391417,10.394316690333511
Women,2016,D2,N.C. A&T,26,70,3,17,9,17,64,19,31,50,14,13,13,1,16,11,52,8,28,7,8,37,11,31,42,8,27,3,2,11,1,1,0,0.38,0.74,72.075,71.8,0.5384615384615384,0.8879639264654873,0.5153203342618384,0.39285714285714285,0.28846153846153844,0.1803676725633021,0.24285714285714285,0.24285714285714285,0.18105849582172703,0.019230769230769232,88.79639264654872,51.532033426183844,37.26435922036488
Women,2016,D1,Liberty,48,116,18,44,22,26,136,32,63,95,29,37,11,15,31,39,117,6,27,19,34,103,24,39,63,19,25,21,8,31,2,2,0,0.45,0.72,133.35,134.15,0.6041666666666666,1.0198725159355082,0.7677972418934029,0.49137931034482757,0.358974358974359,0.2774653168353956,0.22413793103448276,0.3793103448275862,0.0819977636973537,0.1282051282051282,101.98725159355082,76.7797241893403,25.207527404210524
Men,2017,D2,Northern Mich.,24,57,10,23,7,8,65,4,24,28,11,10,5,6,13,26,60,7,22,12,15,71,11,29,40,12,8,6,3,8,1,0,1,0.12,0.69,66.8,64.125,0.4583333333333333,0.9730538922155689,1.1072124756335282,0.5087719298245614,0.49166666666666664,0.14970059880239522,0.14035087719298245,0.40350877192982454,0.07797270955165692,0.1,97.3053892215569,110.72124756335282,-13.415858341795925
Women,2017,D3,Penn St.-Berks,51,147,17,64,32,49,151,37,53,90,27,39,18,0,42,54,120,11,31,38,58,157,22,60,82,33,45,22,5,44,2,1,1,0.38,0.71,172.275,170.55,0.5294117647058824,0.876505586997533,0.9205511580181764,0.40476190476190477,0.49583333333333335,0.22638223770134958,0.3333333333333333,0.43537414965986393,0.10554089709762532,0.0,87.6505586997533,92.05511580181765,-4.404557102064345
Women,2016,D2,Our Lady Of The Lake,25,65,5,24,15,21,70,15,28,43,5,15,5,2,18,17,53,5,18,18,21,57,8,27,35,11,20,5,2,21,1,1,0,0.36,0.78,74.975,74.975,0.2,0.9336445481827277,0.7602534178059354,0.4230769230769231,0.36792452830188677,0.20006668889629878,0.3230769230769231,0.36923076923076925,0.06668889629876626,0.03773584905660377,93.36445481827276,76.02534178059354,17.339113037679226
Men,2016,D3,Texas-Tyler,58,129,8,43,43,61,167,34,58,92,32,21,13,5,39,53,130,20,56,34,46,160,27,52,79,38,25,10,4,49,2,1,1,0.4,0.68,144.975,149.85,0.5517241379310345,1.151922745300914,1.0677344010677345,0.4806201550387597,0.4846153846153846,0.14485256078634248,0.4728682170542636,0.3333333333333333,0.08675342008675342,0.038461538461538464,115.1922745300914,106.77344010677345,8.418834423317946
Women,2016,D1,Northwestern,25,64,5,12,10,16,65,14,21,35,10,15,10,9,23,22,52,7,14,18,27,69,13,28,41,11,22,8,1,17,1,0,1,0.33,0.62,72.6,73.825,0.4,0.8953168044077136,0.9346427362004741,0.4296875,0.49038461538461536,0.2066115702479339,0.25,0.1875,0.13545546901456146,0.17307692307692307,89.53168044077135,93.46427362004741,-3.9325931792760542
Women,2016,D3,Emerson,20,64,7,20,10,13,57,11,32,43,13,21,6,4,26,20,66,3,14,22,30,65,17,33,50,10,18,10,3,21,1,0,1,0.25,0.65,80.175,81.25,0.65,0.7109448082319926,0.8,0.3671875,0.32575757575757575,0.26192703461178674,0.203125,0.3125,0.07384615384615385,0.06060606060606061,71.09448082319926,80.0,-8.905519176800738
Men,2016,D2,St. Anselm,28,58,13,24,16,25,85,8,29,37,15,6,3,2,17,28,67,6,19,4,7,66,9,27,36,11,9,0,4,19,1,1,0,0.23,0.76,67.875,70.325,0.5357142857142857,1.2523020257826887,0.9384998222538216,0.5948275862068966,0.4626865671641791,0.08839779005524862,0.43103448275862066,0.41379310344827586,0.04265908282971916,0.029850746268656716,125.23020257826887,93.84998222538215,31.380220352886724
Women,2017,D2,UTEP,41,67,6,13,5,11,93,16,50,66,26,18,2,5,19,15,67,8,33,8,21,46,9,12,21,8,7,6,0,16,1,1,0,0.57,0.85,74.225,74.975,0.6341463414634146,1.252947120242506,0.6135378459486496,0.6567164179104478,0.2835820895522388,0.24250589424048502,0.16417910447761194,0.19402985074626866,0.026675558519506506,0.07462686567164178,125.2947120242506,61.353784594864955,63.940927429385646
Men,2016,D1,Robert Morris,25,67,6,26,18,32,74,14,31,45,11,12,9,5,24,30,66,11,29,21,33,92,13,37,50,18,11,3,3,21,1,0,1,0.27,0.7,80.2,79.675,0.44,0.9226932668329176,1.154690931910888,0.417910447761194,0.5378787878787878,0.14962593516209477,0.47761194029850745,0.3880597014925373,0.11295889551302166,0.07575757575757576,92.26932668329177,115.4690931910888,-23.199766507797037
Men,2016,D1,Western Caro.,70,161,12,36,55,82,207,28,72,100,31,40,21,10,65,66,164,30,70,54,79,216,34,77,111,43,43,16,8,69,3,2,1,0.27,0.68,211.95,210.525,0.44285714285714284,0.9766454352441614,1.0260064125400783,0.4720496894409938,0.49390243902439024,0.1887237556027365,0.5093167701863354,0.2236024844720497,0.0997506234413965,0.06097560975609756,97.66454352441613,102.60064125400783,-4.936097729591694
Men,2017,D2,Seattle Pacific,217,496,61,194,134,193,629,100,218,318,106,112,39,23,166,231,514,63,161,133,189,658,86,203,289,117,78,50,25,165,8,3,5,0.33,0.72,599.675,595.775,0.48847926267281105,1.048901488306166,1.1044437916998868,0.49899193548387094,0.5107003891050583,0.18676783257597868,0.38911290322580644,0.3911290322580645,0.0654609542192942,0.04474708171206226,104.8901488306166,110.44437916998868,-5.554230339372083
Men,2016,D2,Okla. Panhandle,62,125,25,63,26,35,175,12,33,45,36,18,25,2,38,61,108,15,35,39,49,176,13,55,68,44,40,9,3,34,2,1,1,0.18,0.72,147.625,158.275,0.5806451612903226,1.1854360711261642,1.111988627389038,0.596,0.6342592592592593,0.12193056731583404,0.28,0.504,0.15795293002685198,0.018518518518518517,118.54360711261643,111.1988627389038,7.344744373712629
Men,2017,D3,Concordia (TX),60,131,17,34,40,51,177,24,41,65,17,19,19,6,40,65,129,8,30,31,41,169,27,56,83,31,33,10,6,44,2,2,0,0.3,0.6,150.225,154.475,0.2833333333333333,1.1782326510234649,1.0940281598964234,0.5229007633587787,0.5348837209302325,0.12647695123980696,0.3893129770992366,0.2595419847328244,0.12299724874575174,0.046511627906976744,117.82326510234648,109.40281598964235,8.420449112704134
Women,2016,D1,Boston U.,613,1734,138,459,299,456,1663,347,736,1083,332,565,224,105,591,797,1873,224,624,386,537,2204,413,822,1235,460,451,273,124,491,32,3,29,0.3,0.64,2168.6,2166.075,0.5415986949429038,0.7668541916443788,1.017508627355932,0.3933102652825836,0.48531767218366256,0.26053675182145164,0.2629757785467128,0.2647058823529412,0.10341285504887875,0.05605979711692472,76.68541916443789,101.75086273559319,-25.0654435711553
Women,2017,D1,Alabama,58,127,8,32,21,39,145,33,46,79,26,24,27,4,25,40,104,4,22,14,21,98,21,44,65,24,45,7,7,35,2,1,1,0.43,0.69,136.525,137.975,0.4482758620689655,1.0620765427577366,0.7102736002899076,0.4881889763779528,0.40384615384615385,0.17579197949093572,0.30708661417322836,0.25196850393700787,0.19568762456966843,0.038461538461538464,106.20765427577365,71.02736002899076,35.18029424678289
Men,2017,D2,Angelo St.,26,60,7,25,24,27,83,8,39,47,14,16,5,4,11,21,58,8,24,8,14,58,3,25,28,12,16,9,6,19,1,1,0,0.24,0.93,80.825,77.65,0.5384615384615384,1.026909990720693,0.746941403734707,0.49166666666666664,0.43103448275862066,0.19795855242808535,0.45,0.4166666666666667,0.06439150032195749,0.06896551724137931,102.69099907206929,74.6941403734707,27.996858698598587
Men,2016,D2,Emporia St.,30,65,6,19,15,26,81,6,25,31,13,12,6,0,32,26,52,11,20,22,36,85,9,33,42,13,18,1,2,27,1,0,1,0.15,0.74,83.35,78.1,0.43333333333333335,0.9718056388722256,1.088348271446863,0.5076923076923077,0.6057692307692307,0.14397120575884825,0.4,0.2923076923076923,0.0768245838668374,0.0,97.18056388722256,108.8348271446863,-11.65426325746374
Women,2016,D3,Goucher,32,70,0,2,14,26,78,19,29,48,18,16,12,5,21,26,68,0,12,13,21,65,16,25,41,18,19,5,1,21,1,1,0,0.43,0.64,79.35,80.975,0.5625,0.9829867674858224,0.802716887928373,0.45714285714285713,0.38235294117647056,0.20163831127914306,0.37142857142857144,0.02857142857142857,0.14819388700216118,0.07352941176470588,98.29867674858224,80.27168879283731,18.02698795574493
Women,2017,D2,Cal St. Monterey Bay,26,59,5,13,24,30,81,11,29,40,14,8,5,3,17,27,72,3,13,16,20,73,19,25,44,8,12,5,0,22,1,1,0,0.31,0.6,70.25,74.5,0.5384615384615384,1.1530249110320285,0.9798657718120806,0.4830508474576271,0.3958333333333333,0.11387900355871886,0.5084745762711864,0.22033898305084745,0.06711409395973154,0.041666666666666664,115.30249110320285,97.98657718120806,17.31591392199479
Women,2016,D3,Rensselaer,27,73,7,19,11,23,72,21,37,58,11,16,7,4,15,16,64,5,21,8,16,45,12,29,41,6,19,9,3,17,1,1,0,0.42,0.76,78.925,78.6,0.4074074074074074,0.912258473234083,0.5725190839694657,0.4178082191780822,0.2890625,0.20272410516312955,0.3150684931506849,0.2602739726027397,0.089058524173028,0.0625,91.2258473234083,57.25190839694657,33.973938926461734
Women,2016,D3,Manhattanville,700,1753,85,307,333,555,1818,425,699,1124,418,519,348,60,578,587,1595,86,359,414,622,1674,383,724,1107,345,613,252,98,514,27,18,9,0.37,0.65,2110.625,2120.45,0.5971428571428572,0.861356233343204,0.789455068499611,0.4235596120935539,0.3949843260188088,0.24589872668048565,0.3166001140901312,0.1751283513976041,0.16411610743002666,0.03761755485893417,86.1356233343204,78.9455068499611,7.190116484359294
Women,2017,D2,Northeastern St.,559,1461,209,656,294,384,1621,203,665,868,341,350,124,56,403,667,1607,232,645,317,433,1883,317,742,1059,361,296,187,78,407,27,6,21,0.21,0.68,1790.4,1791.6750000000002,0.6100178890876565,0.9053842716711349,1.050971855944856,0.4541409993155373,0.48724331051649034,0.1954870420017873,0.26283367556468173,0.4490075290896646,0.06920898042334686,0.03484754200373367,90.53842716711348,105.0971855944856,-14.558758427372112
Men,2017,D2,Edinboro,699,1599,211,571,333,475,1942,268,641,909,292,313,135,71,430,790,1685,236,615,314,451,2130,333,700,1033,484,297,122,75,427,26,8,18,0.28,0.66,1869.625,1863.225,0.4177396280400572,1.0387109714514944,1.1431791651571872,0.5031269543464666,0.5388724035608309,0.16741325132045196,0.2970606629143214,0.35709818636647905,0.07245501750996257,0.042136498516320474,103.87109714514943,114.31791651571872,-10.446819370569287
Women,2017,D1,Hofstra,38,106,11,45,14,29,101,35,46,81,23,39,8,3,31,44,102,13,42,17,27,118,15,41,56,26,22,25,1,36,2,1,1,0.46,0.75,123.775,121.82499999999999,0.6052631578947368,0.8159967683296303,0.968602503591217,0.41037735849056606,0.4950980392156863,0.3150878610381741,0.27358490566037735,0.42452830188679247,0.06566796634516725,0.029411764705882353,81.59967683296303,96.86025035912171,-15.26057352615868
Women,2017,D3,Alvernia,31,105,4,26,9,20,75,25,42,67,15,51,12,1,24,54,122,8,27,16,26,132,30,53,83,34,32,31,7,22,2,0,2,0.32,0.58,140.5,136.35,0.4838709677419355,0.5338078291814946,0.9680968096809681,0.3142857142857143,0.47540983606557374,0.36298932384341637,0.19047619047619047,0.24761904761904763,0.08800880088008801,0.00819672131147541,53.380782918149464,96.80968096809681,-43.42889804994735
Men,2016,D3,Wittenberg,99,234,33,108,58,81,289,42,105,147,47,51,19,7,76,101,235,29,90,61,80,292,38,102,140,51,45,24,9,78,4,2,2,0.29,0.73,281.475,280.0,0.47474747474747475,1.0267341682209787,1.042857142857143,0.4935897435897436,0.49148936170212765,0.18118838262723153,0.34615384615384615,0.46153846153846156,0.06785714285714285,0.029787234042553193,102.67341682209788,104.28571428571429,-1.6122974636164145
Women,2016,D3,Bethel (MN),93,214,16,46,63,86,265,27,95,122,31,57,30,20,82,92,216,13,42,66,98,263,46,109,155,52,65,21,10,75,4,1,3,0.2,0.67,284.85,281.55,0.3333333333333333,0.9303142004563805,0.9341147220742319,0.4719626168224299,0.45601851851851855,0.2001053185887309,0.40186915887850466,0.21495327102803738,0.10655301012253596,0.09259259259259259,93.03142004563804,93.41147220742319,-0.38005216178514445
